1	105606910|115545607|56760764|67417435|73607924|77587045|82471641
2	107643422|108909648|113907134
3	118605264
4	114748213
5	51649577|62290890|67417262|68029139|68866345|76412348|80857057|87145248
6	111625028
7	102628953|105515494|76204722
8	110110516|69972250|96567251
9	110900822
10	78759593|84092842
11	114018622|93128228|95734303
12	108624957|109752261
13	55442258
14	86223709|97335756|99856475
15	113054846|115417365
16	108801568|119317695|84773882|95916953
17	119839420
18	112599275
19	115598657|96353660
20	49834167|55413555|71496878|81780067|92270971
21	117887578|37094845|43941517|44575427|45865494|47982036|50919433|51258876|51584216|60469732|70158192|84065411|85414226|86226361
22	101375871|108709315|113219294|37913579|54314972|65589195|68249494|94750791|95017844
23	44537695|51215358|57337292|71213430|77365961
24	107271709|71499862
25	105294358
26	113334700|99249525
27	48467982
28	101187146|102725946|114422196|59232778|59813775|62675026|64953312|71540226|96717489
29	111183664|112754985|114080314|114335980
30	105670002|62229242|67356495|71667460
31	109680562
32	103821244|113041933|113372498|117307478|71941985
33	101181550|103599054
34	106811094|109525022|113388787|119880198|58025138|71292760|94402538
35	106568568|51495891|53633455|54713571|57209634|59663188|61537683|67810203|68628180|72402200|75049219|81006535|83760772|87136080|88314518|98057677
36	77069875|90958436
37	79902170
38	102132644|49661241|60375350|61021722|86094256
39	79584804|88573945|90094790
40	100770811
41	112873903|54651696|65640762|71684688
42	36527667|44780616|60012540|62580295|80378214|87463522
43	111579547|116175521|117344559|91784047
44	50299304|67683479|71026954|84117628|84138397|85219186|92498032|95582402
45	115921442|89014847
46	105396376|110941869|61147438|61265693|62702168|66990447|72574559|99199125
47	109247199|37829966|51959704|53687662|53760643|56111305|57400017|57520068|58607980|60772358|60890880|63799969|66516122|66895791|68463182|70132368|71020884|71520444|77357210
48	101157155|33260600|48644709|60474988
49	39052522|45174717|50777539|50812127|53769346|55282699|56110155|56507573|56660973|61173719|63386424|65140103|70595060|72044318|73134198|74327944|74363623|75425496|75596185|77116059
50	100342125|107240128|112826429|113537706|114118320|115279757|119035062|87201605|89443655|91624421
51	109206806|118734285|57859643|58161557|60853257|67131077|73497761|74591309|75591204|78449680|86893486|88906241|91406008|95786138|97963054|98384852|99151701
52	102881853|109991947|110601196|117019461
53	100008239|106348187|68901279|73607092|93540025|98841164
54	111326087|60084404
55	76444569
56	80912447|95123534
57	107190804
58	91933945
59	92032551
60	33122289|95532177
61	106819447
62	103270007|31283202|31509344|31509426|37275511|38482562|39304850|42324374|44153388|44642591|45825369|46638450|46995808|47986984|48066047|48229115|48515439|48544993|48975696|50033867|50156677|50194090|50615443|52051788|52358869|52454203|52935437|53306149|53942620|54248185|54954158|55445559|57601157|57796649|58167833|60330425|60382255|62710753|63624804|63656168|63844822|65058862|66136036|66375163|66794040|68640037|68728596|69645691|70344223|70491049|71202901|73306728|75430384|75681622|76081258|78163185|78827893|82871537|85746563|96984975
63	88053584|93091749|93303248
64	99017679
65	93949967
66	104500435|108826609
67	102614547|104480012|106530311|112395834|91523770|94198777
68	51057956|62359517|67698856|69305471|74391490|93307744|95745386
69	37652731|46226013|50864850|97858727
70	116419414|53444205
71	87320882|89129925
72	105354290
73	110781940|87734287|90670434
74	113652755
75	105557359|112775358|60905808|63120243|64128367|64131676|64814867|65662269|66842316|72033503|72511807|73379853|74516454|75457220|76626069|77272112|80819957|82206265|83525854|85275090|86721680
76	106830625|109015518|116902834
77	88705690
78	104012896|88126115|96410666
79	101391530
80	116896135|77322933
81	111670540
82	60328382|60488197|60954458|78620680|80534508|80928303|82830236
83	100243023|43882299|55635316|58712439|58762628|59726634|67388113|69080281|69433601|71252888|75820202|76097198|79088564|83892157|96129576
84	107982908|108651185|110776015|111714128|112054813|76433627|77223829|78247183|79176884|83434185
85	116041712
86	62031009|64438245|78922700
87	114826595|116356709|118457019|76792742|80732158|85031973|93164493
88	107058810|109658524|55705155|55830293|56915169|61835000|89844810
89	116890485|117396746|92831679
90	99364583
91	34245671|36285179|48997956|50536037|70007023
92	96486924
93	104561296|108648614|108648651|114682305|87205652|88342847|98448365|99129145
94	100746712|102511766|110955477|116957250|57193595|60326509|68447508|73291998|87072993|98172883
95	95149481
96	82319375
97	101923723|108116550|111746153|112839935|113907665|114012259|51660431|58076736|61894567|93005628|93041902|94808956|94841090
98	59197622|62731193|89404031
99	105006678|108049500|108796842|111435172|57441309|61495987|69294174|80269734|84690161|87629759
100	100141010
101	111170973|38970034|57995760|58076614|99131502
102	46100484
103	54911309|64092496|76590880|78163597|84294719|84473823|89559342|91625677|91785368
104	115955467
105	74908823|84007743|98806681
106	104659222|82984425|89793632|95316953
107	100678262|103134026|103986455|104885787|110983356|117449099|53796439|55864435|64674964|74477593|77451688|81189755|82059571|86652170|95445292|99552165|99717965
108	108095317|47684830|69682735|71469529|76535783|76626937|78700666|85593892|89183699
109	75132701|75665771
110	113787044
111	67783489
112	117739091
113	102507794|109263339|63595097|74297236
114	100517467
115	68176691|78561524
116	66143175
117	94248773
118	104007237
119	96128492
120	74025151
121	97320337
122	83404649|87273988
123	56300413|68296275
124	103470854
125	111003775|117408648
126	111112068|65035615|65146138|93761420|98999081
127	33438692|55654544|73053170
128	100699184|83397346
129	110325914|53721239|64602983|64983134|65658166|96878957
130	104600567|46014350|46640306|50149019|51428802|53617068|54857690|61289259|61468703|61699623|62943700|66236407|68999304|71769269|73855522|76607936|77095798|78234171|91393198|99119903
131	102151822
132	64629236|95830362
133	115905816
134	116195619|118271269
135	82748185
136	100006504|66037229|80621862
137	119304612
138	102265220|79544233|82390703|86791280
139	63288631
140	84775843|90297763
141	117545829
142	105144441|112056880|115806092|117438272|85122989|92905089
143	103754919|91575818|98371478
144	34935550|37070556|65315817|67928150|78569015|90411402
145	100471263|114166790|60589446|65693820|65939244|66588410|83220712|85825970|92016333|96819428|97628676
146	105522110|62732711|68275752|76785728|92012125
147	106323656|113761655|113762419|115854778|51170597|55494923|59284990|62208858|88282707|92290372
148	102990499|57643156|91217978
149	116937383
150	54167516|72471596
151	33789631|59043415
152	119572940
153	83405844
154	115199695|38723099|43629566|52804895|56776701|71039950|79264004|80485613|83940246
155	102539070|106017127|107885800|110454039|113460363|70564019|79664648|84925815
156	74433032|77170516|95426283
157	100116161
158	114254672
159	108734905
160	101346531|110568655|73313468|83117536|84002385|86755075|90443380|94233632|95608720|98016400
161	101315287|105912193|106338399|107919862|109378434|110466790|112144092|113521112|113981170|118343627|118732896|32319098|32995448|34493616|39600386|39606004|43989464|44572514|45728969|48336290|51524223|52855892|53813071|54303009|54949008|55856796|55880749|57215966|58389898|63618190|65713982|68330677|69291748|69989910|70064817|70606981|71140442|72132655|77167047|77706951|82063797|84039902|84039942|87615862|94221508|96651290|97512290
162	76279312
163	113293474
164	36870991|54813572|64504911|91389434
165	116897072
166	61198121|64986123|76448124|91274840
167	86407666|86407667
168	104948859
169	85224800
170	117725408
171	114716250|33877617|33954031|46995018|53956188|56454322|56951182|57148006|60939273|61046328|61280338|63316164|65620671|68910895|82097095|84781863|90008867|94221114
172	106164399|113800003|44610892|52865811|53984880|93315579
173	87746189
174	102369021|103268171|113487292
175	64517814|80348692|96856037
176	107301439|111617062|56612404|59253966|69674330|74338486|85184081|96845389|98793616
177	100565352|102600469|105426233|68704027|69368159|83005368|90522678|94975043
178	119428746
179	102567321|107710247|112316002|114224804|116425260|92560119
180	100461363|101525265|103898430|105802111|112849673|116263007|54064144|56081796|63784967|66093850|66717308|74323057|75494509|81029211|81049488|83234247
181	106523773|112101547|39539142|44298394|46256319|51683437|55804426|58415300|62378887|72800041|74219004|74495141|75615174|76516906|83753024|91369591|96117204|99657762
182	103348768|110191381|110745487|62095876|70900158|79663605|90706342|90706348|95000896|97998594
183	102549086|103516794|105643925|108891700|115802250|116408055|119094925|62056334|64366864|69698376|78334138|80574483|82221247|82820262|84464132|84957489|85196469|87232827|87889569|88168835|88679812|88862612|89378702|90626272
184	101965780
185	116099220
186	55676069|57205004|82683443|90133312|92157296
187	113578424
188	104117985|105427287|112897557|115235340|31663544|32326672|37081742|37826233|42673196|50254165|70630947|77686016|84021465|85233047|88039816|90621807
189	100554640|104288923|105015180|108022014|110965339|91548000|96995659|97228278
190	120987780
191	71562400|88332035|99175606
192	107437884|74817838|90295604
193	101081898|111547745|115420808|74290150|79491832|94624114|95965360
194	105365942
195	100068656|57815484|59707360|66075159|69965162|74761356|76262091|88719893
196	97979390
197	108885626|111824906
198	113604480
199	109019173|109759370|115170767|116408063|117238085|68222038|69900183|75806850|77692825|77871663|80919326|82308713|85963733|93795105|93915085
200	32798957|42451342|42736424|42812531|45186931|46891225|48200050|49083251|51257118|53821744|54795135|55378908|55923678|60797890|61675863|61950872|63676728|64968579|67399169|71126771|71126818|74528307|77970108|79683418|80348907|80803696|81926981|89451510|91071656|93170249|95320791|98495663|98676934
201	100154792|109545053|49612481|57563957|57718903|64177596|83994136|87437126|89163342
202	119528831|33068628|46254219|53254003|53543493|61404482|61886517|61973322|63397741|65404862|71264641|81004287|83011435|84470748|89787618|89833057|96442447|99032565
203	88713911
204	112690386
205	69246919|72482293|77691663
206	54804478|54804482
207	107494568
208	115800877
209	74930605|83317789
210	81375701
211	101361332|104261662|60473609|60628579|78755835|91623425|93347129
212	81941849
213	119519705|89406834
214	37200658|44795764|71564699|80577845|92716461
215	108176392|36037412|47344192|48761769|61092946|63017386|67316589|73912237|75072159|75813769|76316520|76946458|77199423|78038435|78437091|86824476|96341173
216	95792142
217	110991106
218	43653225|48069883|92900576
219	104757916|79522954|81347346
220	63482423|71733959
221	109617955
222	94080991
223	79933443|85137158
224	105387076|107863079|99466000
225	37853087|50993952|54109048|59145928|59730284|64515483|73037437
226	84462064
227	103137419|105621058|67999291
228	108240763|108787683|114460498|115967659|80801441
229	82407373
230	106651484|107406393|67254642|75505573|80104538|88892318
231	85475200|97659796
232	112254427|98337561
233	95218679
234	32592283|34475974|51089605|52456356|59416648|69772035|71345780|95580622
235	103194184|104836109|107793889|109490152|118706978|119863278|33784934|34558021|35901524|35916437|36199175|36227756|37134822|39174409|53682110|62269444|67618878|69891920|71529165|71937364|74975375|98060607
236	37746230
237	100223059
238	77315085
239	111863844|67145748|73304802|74936001|75604204|78155758|89533227
240	109547701|113781373
241	108344813|108504021|109522951|109824826|120007020|46372262|47428928|49165569|57644400|59058466|61670270|65277818|70853439|75842482|81661722|85745283|86249019|87455897|87563296|90326189|91578597|99333266|99931079
242	100163579|100990509|102603788|102662548|102690426|103317975|109278882|109295307|112392182|113169976|114175537|114262947|115154993|115171237|115254301|74826455|90301395|96811652
243	35959411|37405850
244	64051878|66518198|86170521|91902677
245	94305176|96562966
246	31939989|38608739
247	98877306
248	102915950|109912221
249	62445857|67259176|74449407|74646284|78053898|80073704|86096121
250	100702520|101448618|101965574|103661592|103993571|116267730|44515171|50615172|59859834|65257801|72609499|80279135|80279144|96055173
251	100437498|88583183|95086470
252	48237886|54880996|70450802|83599759|90620569
253	112154710
254	97367800
255	34158094|47046751|50889041|51072318|54945512|57941411|60662715|63251908|63330049|64730840|66037442|66431987|68799467|69673606|71305627|71708619|76957818|77269331|78299929|80518549|83343168|87498093|92198081
256	115113122
257	46369734|76648720
258	104097069|43784324|47312699|47473931|48722378|49016938|50021565|50476148|50589208|51636021|51879982|54370396|56684370|56892163|68985148|75140624|77931932|80901973|81770431|83536093|83707350|85441041|86266559|90956995|91515363|95232513|98201785
259	115477024|55236720|56111292|57967509|66742489|73057213|74745642|79571264|90607203|97799648|97867750
260	35983497|52288700|61843568|73257670|73850166|84059670|86172114
261	100560679|109869111|109960042|85120011|86065672|86394916|86880604|93470626|99480831
262	101380492|103149767|106156610|107136279|110008652|91021976|95579842
263	52575852|68043080|80795053
264	119750274
265	106891767|110331505|115728126
266	72343900
267	86502020|87354812|94057965
268	117080314|57283011|89933912|90514656
269	90060480|90730627
270	115436687
271	85591796
272	105260026|114646643|90225190
273	80439950
274	36332730|45933706|46089220
275	115199947|118468051|68090033
276	100204679|103742854|36356512|60580509|66172254|70550508|79978728|85008569|86081253|86840758|88535695|89595692|90003520|93679315|93789709|99512214
277	101227803|110190986|118553987|62123854
278	118546475|118684373|96228624
279	114255243|53915172|60164808|68593484|83376172|96537612
280	106882005
281	53250218|70826280|86220885|86442782
282	112064575|113680649|77347016|91498077
283	101738792|50407293|74851153|96635663|98494925
284	108095335
285	109184531|87329657
286	107812177|79896330|93982451|98739801
287	49526642|50440854|51147245|51497717|52600915|53370763|80372729
288	114439186
289	104711213|120197867|83897214|95712235
290	118532285|62393925|76132401|84942359|95428697
291	80968632
292	101532420|105438655|106753872|111715385|47957754|52409566|54996534|58463524|66672632|69507624|71703566|79026941|89492728|96211007
293	106855606|106974398|64569196|68129907|69134386|69349660|72424003|77159503|88477011|93858129|96582922
294	69409053|70643705|98343494
295	110620361|64468073
296	35847138|51926019|52543667|55714009|65442618|79814914
297	94752762
298	112557415
299	102853775|105701524|55993977|72267215|75224007|79879010|86060824|96293303|97920405
300	111570344
301	104986401|88350345|93078652|95064128
302	104293312|80526897
303	110949837|113992178|39152709|65183543|69722051|70480051|82015306|87330447|98294309
304	93936431
305	100019288|101421446|104740587|114526197|71984321
306	109831544|109897414|114619304|114685574|116245813|61282812|61419359
307	50618061
308	56255971
309	116201224
310	110842407|110842912|55987201|60705680|99123878
311	116166911|42487703|52338991|60161659|61602872|82085611|83330893|86930016|98943316
312	103708488|44474416|46072415|49960799|58859745|59706359|59953176|68716488|74631030
313	59336860|81503832|84191323|85167876|98471158
314	34076942|70599702|77768913|88995102|92990273
315	108137737
316	112280465|112690900|76766457|93075937|94703852
317	86332577
318	108707507|109539824
319	110880864|71125219|90906493
320	100159114|100489882|101019067|101452177|103192316|105935843|106664401|119215213|62358418|70219849|71371183|83110702|84349142|86512167|90108101|91361172|92701538|93113015|94179677|96020832|97702889|98646272|98797851|99244355
321	85980970
322	110142250|111156602|47564900|52872981|53071849|58442155
323	52940975|59222259|95683110
324	73068091
325	102764777|109369113|75262268|75654850|87605035
326	115987596
327	86779089|87054466|94018235
328	92207190
329	114833962
330	75602809
331	110282394|73249965|77017788
332	117102323
333	113615078
334	87037066|88542284|90295019
335	37420273|38446770|54444141|54452632|56917117|70557492|77509369|78761908|79944874|81014311|85070521|94294749
336	56246524|59786517|80574507|94655102|95205517
337	67791821
338	63940141
339	81178966|85043833
340	110672811
341	82845742|86449917|90299706|91977480|96668893
342	43222067|50849206|52712861|53137236|60890588|61723455|78850195
343	83866765
344	102462884|112503095|57642717|61452748|63168505|74775330|79322752|88937393
345	107488568|94560042|98807020
346	107070881|114786383
347	100222728
348	105896187|111004621|116711578
349	113839085
350	37185702|51956248
351	82929967
352	113285810
353	43702519|46828019|50756742|51039795|51039804|63934558|64934293|89587537|90155019
354	101394029|112113409|92374118
355	119787884
356	61733222|77266980
357	100221270
358	107470108|119229469|46633128
359	104165842|119094645|119448434|67640393|80376487|80563735|88072470
360	117221547|73559954
361	111634208
362	57662806|66547794|73496623|73897834|77130700|83798667|90669697|92730689
363	118871253
364	106315306
365	61159079|67100204
366	104644534|65773317|70449538|71022003|88616834
367	84014090
368	107130116|109573258|111989853|112410118|112500856|34790243|50391364|53015250|57598571|60867449|62086322|62923461|64636769|71100465|74168396|75068358|78698169|78967424|85776240
369	32748325|78517953|84477462
370	102880931|92140307|94611409
371	71497033|75198927|81258399|86779132|88525529|91638796|94572471
372	92674917
373	99710640
374	80935860|81292739|81455241|87662159|91121742
375	114204558|114667223
376	60843828|66968592|67149406
377	105977448|107548646|116733032|81981547|87119055
378	101467321|32364527|38809075|57150629|62543223|77819136
379	34563332|36755199|38974411|51397186|60595699|66934393|78271384|79853396|83584641
380	94665090
381	111307542|115292403|60260233|68462515|69991256|71590636|89922000
382	115933522
383	112848026|116892535
384	99669453
